Frequency(Hz),  Magnitude(dB),   Phase(deg)
7049.561, 86.3851, -76.9479
7049.744, 85.9207, -75.9292
7049.927, 86.0538, -76.1361
7050.110, 85.8284, -73.5158
7050.293, 86.0031, -73.9272
7050.476, 85.5476, -73.0018
7050.659, 85.5071, -74.0578
7050.842, 84.9609, -66.9179
7051.025, 85.8987, -67.7001
7051.208, 85.4576, -67.6671
7051.392, 85.8450, -64.7275
7051.575, 85.8718, -65.8803
7051.758, 86.0919, -64.4647
7051.941, 85.9435, -64.0233
7052.124, 85.9186, -60.9337
7052.307, 86.7475, -61.6461
7052.490, 86.6497, -64.6744
7052.673, 86.5499, -58.6635
7052.856, 87.2011, -62.2796
7053.040, 87.1593, -62.1414
7053.223, 87.3216, -61.1809
7053.406, 87.6391, -62.2629
7053.589, 87.5992, -62.3305
7053.772, 87.8981, -62.6527
7053.955, 88.2409, -63.0408
7054.138, 88.1955, -64.1771
7054.321, 88.2789, -63.5273
7054.504, 89.0116, -64.8917
7054.688, 88.7185, -67.8970
7054.871, 89.0586, -68.7802
7055.054, 88.7161, -68.0419
7055.237, 89.0365, -69.4014
7055.420, 89.3654, -70.5908
7055.603, 89.2280, -70.2171
7055.786, 89.6604, -73.6040
7055.969, 89.6591, -74.8944
7056.152, 89.3372, -75.9511
7056.335, 89.6328, -77.3235
7056.519, 89.4479, -76.8300
7056.702, 89.6167, -77.7586
7056.885, 89.8200, -78.5391
7057.068, 89.8547, -80.8945
7057.251, 90.0033, -82.2430
7057.434, 89.8173, -84.4934
7057.617, 89.6803, -84.0373
7057.800, 89.8325, -85.4316
7057.983, 89.7205, -87.6208
7058.167, 89.5887, -86.1435
7058.350, 89.7512, -88.2440
7058.533, 89.7718, -88.4358
7058.716, 89.7295, -89.6161
7058.899, 89.6202, -89.7854
7059.082, 89.7221, -90.4155
7059.265, 89.8249, -92.6428
7059.448, 89.6383, -91.6617
7059.631, 89.7480, -92.5058
7059.814, 89.9192, -92.7473
7059.998, 89.7986, -94.8807
7060.181, 89.9821, -94.1714
7060.364, 90.0333, -95.6407
7060.547, 90.1208, -96.3675
7060.730, 90.4616, -98.7346
7060.913, 90.2550, -100.9300
7061.096, 90.0587, -101.7861
7061.279, 90.3682, -103.0568
7061.462, 90.1134, -104.5076
7061.646, 90.0440, -105.1605
7061.829, 90.0537, -106.7836
7062.012, 90.1699, -107.2344
7062.195, 90.2886, -110.2772
7062.378, 89.8299, -110.7552
7062.561, 90.0880, -112.4112
7062.744, 89.7683, -113.7792
7062.927, 89.8591, -115.5000
7063.110, 89.6462, -117.6198
7063.293, 89.2494, -117.9184
7063.477, 89.1792, -117.9544
7063.660, 89.2353, -118.2542
7063.843, 89.1494, -119.7718
7064.026, 89.0183, -122.6815
7064.209, 88.7628, -121.1915
7064.392, 88.6397, -122.6298
7064.575, 88.1921, -124.3098
7064.758, 88.1821, -121.4181
7064.941, 88.3030, -121.4876
7065.125, 88.3708, -124.3233
7065.308, 88.1854, -123.7431
7065.491, 87.8820, -124.7673
7065.674, 87.9277, -125.2383
7065.857, 87.9258, -125.6191
7066.040, 87.6969, -125.0489
7066.223, 87.5691, -124.9846
7066.406, 87.7838, -126.3175
7066.589, 87.6130, -126.9655
7066.772, 87.4350, -126.7544
7066.956, 87.6402, -126.6157
7067.139, 87.6431, -129.2906
7067.322, 87.2500, -128.8056
7067.505, 87.5009, -129.8829
7067.688, 87.2386, -131.5642
7067.871, 87.1517, -131.2915
7068.054, 86.8039, -132.1156
7068.237, 86.8740, -131.1389
7068.420, 86.9701, -133.7964
7068.604, 86.2773, -133.9640
7068.787, 86.7737, -132.6370
7068.970, 86.2202, -134.2229
7069.153, 86.4882, -134.2214
7069.336, 85.9324, -135.2385
7069.519, 85.9485, -136.2840
7069.702, 85.4479, -132.4283
7069.885, 85.8186, -135.1692
7070.068, 85.4956, -133.9599
7070.251, 85.3128, -133.0912
7070.435, 85.4666, -132.6799
7070.618, 85.4128, -134.4079
7070.801, 85.0856, -133.9512
7070.984, 84.8645, -133.3528
7071.167, 84.8644, -131.2915
7071.350, 85.0639, -130.9737
7071.533, 84.6849, -129.6410
7071.716, 84.9898, -130.7060
7071.899, 85.1729, -130.7705
7072.083, 84.9678, -130.5614
7072.266, 84.7464, -130.5869
7072.449, 84.7365, -128.8925
7072.632, 84.8762, -130.0467
7072.815, 84.7904, -129.3689
7072.998, 84.9611, -126.9942
7073.181, 84.7991, -128.2791
7073.364, 85.2619, -128.3513
7073.547, 84.8718, -129.1836
7073.730, 84.8589, -128.5315
7073.914, 84.7938, -128.1333
7074.097, 85.0057, -126.7982
7074.280, 85.0793, -125.1092
7074.463, 85.3277, -126.8137
7074.646, 85.2434, -127.4109
7074.829, 85.5104, -126.6760
7075.012, 85.2548, -127.6386
7075.195, 85.3799, -126.6750
7075.378, 85.9049, -127.6460
7075.562, 85.7834, -127.1894
7075.745, 85.3820, -131.0730
7075.928, 85.7070, -128.3961
7076.111, 85.7173, -126.2642
7076.294, 85.9669, -130.3336
7076.477, 85.8009, -128.0547
7076.660, 86.4124, -129.6860
7076.843, 86.4221, -131.3874
7077.026, 85.8342, -133.3565
7077.209, 86.0322, -131.9270
7077.393, 85.9271, -132.8872
7077.576, 86.2078, -130.8326
7077.759, 86.1316, -132.5312
7077.942, 86.4185, -133.7187
7078.125, 86.6556, -132.9942
7078.308, 86.2669, -137.2247
7078.491, 86.5494, -135.4297
7078.674, 86.2880, -136.9159
7078.857, 86.6469, -136.7912
7079.041, 86.2587, -139.4068
7079.224, 86.3499, -137.9711
7079.407, 86.7313, -139.1416
7079.590, 86.1611, -142.4096
7079.773, 86.2607, -140.9870
7079.956, 86.1331, -141.2395
7080.139, 85.9065, -141.6556
7080.322, 86.2090, -140.3856
7080.505, 86.3779, -141.2395
7080.688, 86.2393, -142.0147
7080.872, 86.3969, -144.0087
7081.055, 86.1254, -144.2652
7081.238, 86.0590, -144.4584
7081.421, 85.9176, -143.2440
7081.604, 86.1096, -143.4252
7081.787, 86.2139, -146.1511
7081.970, 85.9905, -145.2152
7082.153, 86.0444, -144.0055
7082.336, 86.4127, -145.1103
7082.520, 86.0706, -149.1364
7082.703, 85.8475, -148.0891
7082.886, 85.9726, -146.8529
7083.069, 85.9301, -146.5491
7083.252, 85.9548, -146.6453
7083.435, 85.7350, -149.6421
7083.618, 85.9240, -146.8763
7083.801, 85.8122, -146.0623
7083.984, 86.2768, -146.9382
7084.167, 86.2902, -148.6617
7084.351, 85.8477, -150.2414
7084.534, 86.2177, -148.2228
7084.717, 86.1319, -150.1792
7084.900, 86.0062, -149.0113
7085.083, 86.4157, -149.3400
7085.266, 86.3843, -152.2933
7085.449, 86.2218, -152.3006
7085.632, 86.2395, -152.4504
7085.815, 86.1505, -151.5467
7085.999, 86.2946, -154.0079
7086.182, 86.3028, -152.3781
7086.365, 86.4437, -153.9349
7086.548, 86.5873, -154.8447
7086.731, 86.1621, -154.8671
7086.914, 86.8805, -157.8629
7087.097, 86.4476, -159.3944
7087.280, 86.2019, -158.2271
7087.463, 86.2843, -159.5079
7087.646, 86.4904, -159.9771
7087.830, 86.1200, -162.4306
7088.013, 86.2057, -162.3751
7088.196, 85.7975, -162.9676
7088.379, 86.2004, -161.5114
7088.562, 86.1244, -164.3980
7088.745, 85.7786, -165.5188
7088.928, 85.6123, -165.8289
7089.111, 85.6944, -164.8184
7089.294, 85.4686, -165.5313
7089.478, 85.5277, -165.5602
7089.661, 85.5811, -168.2450
7089.844, 84.8971, -168.2306
7090.027, 85.0503, -166.0062
7090.210, 84.9211, -164.9722
7090.393, 84.9774, -167.9195
7090.576, 85.2390, -164.2254
7090.759, 84.8634, -169.9204
7090.942, 84.7044, -166.7298
7091.125, 84.5327, -168.6228
7091.309, 84.2691, -165.9321
7091.492, 84.3954, -167.2170
7091.675, 84.2382, -164.7025
7091.858, 84.3405, -164.8338
7092.041, 84.4822, -164.9906
7092.224, 84.1442, -166.5554
7092.407, 84.0330, -163.5849
7092.590, 83.9490, -162.9883
7092.773, 84.1224, -162.0861
7092.957, 84.3323, -159.7832
7093.140, 84.7277, -161.5639
7093.323, 84.4480, -162.7006
7093.506, 84.5516, -162.6659
7093.689, 84.1831, -164.3344
7093.872, 84.4086, -160.9045
7094.055, 84.1542, -161.6699
7094.238, 84.4570, -159.8499
7094.421, 84.2211, -159.7269
7094.604, 84.3036, -158.5697
7094.788, 84.8210, -157.5859
7094.971, 84.6693, -158.7950
7095.154, 84.8570, -155.7787
7095.337, 85.1746, -159.3425
7095.520, 84.6617, -156.6961
7095.703, 85.2363, -155.5211
7095.886, 85.4647, -156.2151
7096.069, 85.5633, -155.4561
7096.252, 86.0211, -156.2730
7096.436, 85.7224, -154.8591
7096.619, 86.3540, -158.5012
7096.802, 86.6675, -155.1187
7096.985, 86.6647, -159.6732
7097.168, 86.9179, -158.9438
7097.351, 87.0846, -161.0063
7097.534, 87.1872, -160.3477
7097.717, 87.2422, -164.9341
7097.900, 87.4334, -162.7495
7098.083, 87.3778, -165.2215
7098.267, 87.6701, -167.4269
7098.450, 87.5112, -166.3766
7098.633, 87.8563, -168.1232
7098.816, 87.7393, -170.0346
7098.999, 87.9765, -171.6790
7099.182, 87.8916, -172.7461
7099.365, 87.9637, -174.6681
7099.548, 87.7304, -175.7555
7099.731, 87.9989, -176.0875
7099.915, 87.9943, -178.8356
7100.098, 87.7727, -179.1283
7100.281, 87.8873, 178.1755
7100.464, 87.8453, 177.7208
7100.647, 87.3619, 175.9362
7100.830, 87.7792, 174.5963
7101.013, 87.2164, 174.2817
7101.196, 87.2222, 173.8237
7101.379, 87.1213, 173.3472
7101.563, 87.0787, 171.1655
7101.746, 86.9339, 171.3410
7101.929, 86.5401, 169.8876
7102.112, 86.5557, 171.2049
7102.295, 86.2215, 171.0723
7102.478, 86.2943, 171.3592
7102.661, 86.0570, 171.1513
7102.844, 86.0830, 172.3493
7103.027, 86.0838, 173.3776
7103.210, 86.0476, 172.5388
7103.394, 86.0775, 174.1894
7103.577, 85.9943, 174.3593
7103.760, 86.3350, 173.5369
7103.943, 86.1387, 173.3978
7104.126, 86.2738, 175.4741
7104.309, 86.5101, 174.8729
7104.492, 86.5642, 173.7615
7104.675, 86.6376, 174.1159
7104.858, 87.0396, 173.1755
7105.042, 86.8156, 171.1618
7105.225, 86.9577, 171.5172
7105.408, 86.9295, 169.6726
7105.591, 87.0598, 169.6557
7105.774, 87.2003, 167.8457
7105.957, 86.8877, 166.5196
7106.140, 87.0373, 165.3684
7106.323, 86.9469, 166.2540
7106.506, 86.8770, 163.8310
7106.689, 86.9867, 161.9192
7106.873, 86.5297, 161.3824
7107.056, 86.4699, 163.3359
7107.239, 86.3374, 160.2767
7107.422, 86.4651, 161.4347
7107.605, 86.1692, 160.7568
7107.788, 85.9960, 160.6704
7107.971, 85.9530, 160.3545
7108.154, 85.7621, 163.8694
7108.337, 86.2358, 159.7773
7108.521, 85.7388, 162.5350
7108.704, 85.5710, 161.4870
7108.887, 85.6028, 161.8050
7109.070, 85.9641, 163.8965
7109.253, 85.5681, 163.7828
7109.436, 85.7284, 161.1587
7109.619, 85.7822, 164.6440
7109.802, 85.7346, 164.1634
7109.985, 85.6716, 163.3507
7110.168, 85.6295, 165.6354
7110.352, 85.7967, 163.9406
7110.535, 85.7508, 167.2734
7110.718, 86.1130, 166.5349
7110.901, 86.2044, 165.6175
7111.084, 86.0994, 166.6041
7111.267, 86.2991, 166.2012
7111.450, 86.4840, 165.4630
7111.633, 86.2765, 166.4293
7111.816, 86.5130, 164.5250
7112.000, 86.5234, 168.9255
7112.183, 86.7151, 165.3108
7112.366, 86.8637, 167.9363
7112.549, 87.2381, 165.3693
7112.732, 87.0303, 165.1144
7112.915, 87.0560, 168.5988
7113.098, 87.4361, 165.0489
7113.281, 87.8288, 165.8198
7113.464, 87.7304, 164.9412
7113.647, 88.2519, 164.9204
7113.831, 87.7772, 159.8300
7114.014, 88.1546, 164.3243
7114.197, 88.1860, 160.3184
7114.380, 88.4241, 161.8340
7114.563, 88.6091, 160.8291
7114.746, 88.6179, 157.0498
7114.929, 88.4461, 159.7625
7115.112, 88.7090, 157.6105
7115.295, 88.9069, 156.3997
7115.479, 89.0213, 156.8777
7115.662, 89.0857, 154.6683
7115.845, 89.0421, 152.8316
7116.028, 89.1622, 151.8772
7116.211, 89.2519, 155.4407
7116.394, 89.3004, 149.3367
7116.577, 89.4177, 149.0086
7116.760, 89.2953, 150.0131
7116.943, 89.5432, 148.3537
7117.126, 89.4139, 147.3887
7117.310, 89.6802, 147.1165
7117.493, 89.5966, 146.2598
7117.676, 89.8987, 143.7214
7117.859, 89.9725, 142.2428
7118.042, 89.8476, 141.8424
7118.225, 89.5779, 140.3122
7118.408, 89.9160, 140.6655
7118.591, 90.1562, 138.4378
7118.774, 89.9720, 137.7243
7118.958, 89.9619, 135.9232
7119.141, 90.1600, 133.4946
7119.324, 89.8837, 132.4848
7119.507, 89.7355, 133.2603
7119.690, 89.9018, 132.0838
7119.873, 90.2646, 130.7819
7120.056, 89.9286, 126.8730
7120.239, 89.8486, 127.5903
7120.422, 89.6312, 127.3110
7120.605, 89.7569, 126.0600
7120.789, 89.9320, 124.6568
7120.972, 89.7862, 123.7735
7121.155, 89.6280, 122.9473
7121.338, 89.6770, 120.3517
7121.521, 89.3728, 121.5829
7121.704, 89.5651, 121.0004
7121.887, 89.5100, 119.5516
7122.070, 89.4600, 118.8015
7122.253, 89.5901, 119.6743
7122.437, 89.4268, 115.6018
7122.620, 89.4047, 115.4947
7122.803, 89.5427, 116.7942
7122.986, 89.3627, 113.4179
7123.169, 89.3817, 114.0427
7123.352, 89.4432, 111.9986
7123.535, 89.3906, 111.1488
7123.718, 89.1566, 108.8240
7123.901, 89.3983, 109.1551
7124.084, 88.9686, 107.3253
7124.268, 89.1512, 106.8942
7124.451, 88.7717, 104.5531
7124.634, 88.8586, 104.9560
7124.817, 88.6718, 104.4068
7125.000, 88.6082, 103.7864
7125.183, 88.7206, 102.6531
7125.366, 88.5074, 101.1549
7125.549, 88.5277, 100.1902
7125.732, 88.0851, 97.4528
7125.916, 87.9177, 99.3485
7126.099, 87.6953, 100.2199
7126.282, 87.9675, 98.7880
7126.465, 87.9691, 97.8382
7126.648, 87.3700, 95.2320
7126.831, 87.2859, 98.8278
7127.014, 87.3687, 96.5089
7127.197, 87.2612, 97.6808
7127.380, 86.5582, 96.3471
7127.563, 87.5756, 98.0262
7127.747, 86.5379, 100.4434
7127.930, 87.5126, 97.5369
7128.113, 87.1499, 96.3380
7128.296, 87.2913, 96.5635
7128.479, 86.7351, 93.8303
7128.662, 86.8632, 95.8952
7128.845, 86.7765, 97.0618
7129.028, 87.0656, 95.8529
7129.211, 86.8411, 93.3530
7129.395, 86.8510, 92.3511
7129.578, 86.2476, 96.8811
7129.761, 87.0468, 94.6132
7129.944, 86.7165, 94.5352
7130.127, 86.9340, 93.9737
7130.310, 86.8645, 91.6605
7130.493, 87.0312, 90.4631
7130.676, 86.4382, 88.4807
7130.859, 86.3340, 89.5623
7131.042, 86.4013, 90.9006
7131.226, 86.2739, 89.0416
7131.409, 86.3252, 89.5939
7131.592, 86.2663, 89.8994
7131.775, 85.9857, 87.7891
7131.958, 86.1063, 87.9709
7132.141, 85.8877, 89.2107
7132.324, 86.1846, 87.0475
7132.507, 85.7016, 90.3000
7132.690, 86.0070, 89.0199
7132.874, 86.3041, 86.7984
7133.057, 85.8413, 85.4170
7133.240, 85.6995, 86.5795
7133.423, 85.6526, 85.2667
7133.606, 85.5632, 87.0774
7133.789, 85.6803, 86.1336
7133.972, 85.6325, 86.5531
7134.155, 85.6558, 85.0203
7134.338, 85.1609, 86.7602
7134.521, 85.5772, 86.2337
7134.705, 85.9453, 85.7545
7134.888, 85.2804, 83.9514
7135.071, 85.6448, 84.2072
7135.254, 85.2283, 84.9313
7135.437, 85.5499, 84.4246
7135.620, 85.5086, 82.8303
7135.803, 85.5220, 83.5387
7135.986, 85.2879, 81.9671
7136.169, 85.2509, 81.3946
7136.353, 85.2090, 83.0784
7136.536, 85.1566, 81.7323
7136.719, 85.5305, 81.0128
7136.902, 85.1872, 80.8567
7137.085, 84.9034, 77.8478
7137.268, 85.0845, 80.1828
7137.451, 85.0559, 78.0847
7137.634, 84.3055, 77.6096
7137.817, 84.4351, 80.6884
7138.000, 84.7420, 77.9962
7138.184, 84.4165, 77.7802
7138.367, 84.0288, 80.4952
7138.550, 84.3462, 79.6314
7138.733, 84.2993, 78.7956
7138.916, 83.8565, 80.5901
7139.099, 84.1230, 78.4250
7139.282, 83.6706, 81.8011
7139.465, 83.5693, 80.7179
7139.648, 83.7847, 83.2410
7139.832, 83.5119, 86.4711
7140.015, 84.1000, 86.6289
7140.198, 83.9268, 83.6875
7140.381, 84.1172, 86.9665
7140.564, 84.0808, 87.7819
7140.747, 84.6647, 86.4985
7140.930, 84.6228, 85.7437
7141.113, 84.2662, 88.8055
7141.296, 85.2520, 86.8791
7141.479, 84.4795, 84.1698
7141.663, 85.2556, 88.1234
7141.846, 85.3803, 84.8579
7142.029, 85.4737, 82.2885
7142.212, 84.7277, 84.4107
7142.395, 85.2224, 81.2820
7142.578, 85.4122, 85.2089
7142.761, 85.6227, 81.1255
7142.944, 85.4429, 81.6352
7143.127, 85.3797, 81.7423
7143.311, 85.3444, 79.1083
7143.494, 85.7496, 81.5769
7143.677, 85.3830, 78.6485
7143.860, 85.8737, 79.4343
7144.043, 85.7663, 77.5167
7144.226, 85.6189, 78.9181
7144.409, 85.9248, 75.0362
7144.592, 85.4804, 74.6141
7144.775, 85.7596, 76.3385
7144.958, 85.8946, 72.7354
7145.142, 85.3567, 73.2889
7145.325, 85.4494, 74.0179
7145.508, 85.3333, 73.7319
7145.691, 85.5853, 75.1142
7145.874, 85.5444, 70.8367
7146.057, 85.4273, 73.5855
7146.240, 85.3809, 73.7989
7146.423, 86.0525, 70.4143
7146.606, 85.1750, 71.7261
7146.790, 85.4558, 71.6849
7146.973, 85.5440, 72.6353
7147.156, 85.3568, 69.6641
7147.339, 85.6637, 74.2607
7147.522, 86.1609, 71.4346
7147.705, 85.4258, 68.9878
7147.888, 86.1024, 70.6619
7148.071, 85.7084, 71.1240
7148.254, 86.3838, 66.7209
7148.438, 85.5612, 68.7570
7148.621, 85.9441, 69.2228
7148.804, 86.3642, 69.1841
7148.987, 86.7365, 66.6589
7149.170, 85.9209, 62.6335
7149.353, 86.6817, 65.7829
7149.536, 86.4103, 61.8346
7149.719, 86.3172, 63.6675
7149.902, 86.5561, 60.5921
7150.085, 86.4158, 58.6443
7150.269, 86.5309, 59.0090
7150.452, 86.4907, 57.8443
7150.635, 86.3254, 54.4352
7150.818, 86.6641, 54.0266
7151.001, 86.1997, 50.9757
7151.184, 85.6485, 49.7031
7151.367, 85.6774, 51.6004
7151.550, 85.4771, 50.8865
7151.733, 85.6158, 49.7334
7151.917, 85.3569, 48.3377
7152.100, 84.8423, 48.3820
7152.283, 85.0352, 52.1767
7152.466, 85.0816, 48.2495
7152.649, 84.9822, 48.0445
7152.832, 84.3455, 48.1884
7153.015, 84.4172, 49.4731
7153.198, 84.5662, 50.0047
7153.381, 84.5349, 51.6680
7153.564, 84.5904, 50.9826
7153.748, 84.5714, 50.0740
7153.931, 84.7957, 49.3078
7154.114, 84.2379, 48.7777
7154.297, 84.6570, 49.5395
7154.480, 84.6270, 47.2247
7154.663, 84.5653, 50.2560
7154.846, 84.6136, 47.1288
7155.029, 84.4446, 43.9002
7155.212, 84.0404, 47.4920
7155.396, 84.2673, 44.8615
7155.579, 84.1672, 48.0860
7155.762, 84.1330, 45.4249
7155.945, 84.0568, 43.0959
7156.128, 83.8203, 44.7715
7156.311, 83.8989, 44.8644
7156.494, 83.3968, 42.3613
7156.677, 83.7901, 46.2493
7156.860, 83.2712, 44.2021
7157.043, 83.3267, 45.5988
7157.227, 83.2850, 43.3948
7157.410, 83.3899, 44.6297
7157.593, 82.6500, 46.2698
7157.776, 83.0639, 46.6665
7157.959, 82.8975, 47.3775
7158.142, 83.3084, 48.0657
7158.325, 82.8488, 47.5219
7158.508, 83.2183, 47.2391
7158.691, 83.1193, 49.2119
7158.875, 83.0992, 45.2187
7159.058, 82.9632, 47.4503
7159.241, 83.0895, 48.3487
7159.424, 82.8874, 48.7485
7159.607, 83.0784, 48.3035
7159.790, 83.2855, 47.8996
7159.973, 82.9636, 45.9727
7160.156, 83.6563, 47.8612
7160.339, 82.4431, 42.6796
7160.522, 82.9862, 46.4845
7160.706, 82.4251, 44.0387
7160.889, 82.6830, 46.2383
7161.072, 81.9294, 48.2967
7161.255, 82.7585, 46.5005
7161.438, 81.7839, 45.8218
7161.621, 82.6135, 45.7552
7161.804, 81.4396, 48.8966
7161.987, 81.5676, 51.8369
7162.170, 81.9865, 48.5684
7162.354, 80.7212, 52.3281
7162.537, 81.4359, 54.0091
7162.720, 81.4007, 58.7844
7162.903, 81.7404, 61.8698
7163.086, 81.8296, 56.3750
7163.269, 81.5994, 60.4294
7163.452, 81.8117, 65.6114
7163.635, 81.8254, 65.9092
7163.818, 82.6588, 67.9160
7164.001, 82.7495, 68.3367
7164.185, 82.9524, 63.7237
7164.368, 82.8990, 72.4575
7164.551, 83.5254, 69.4547
7164.734, 83.7076, 68.9541
7164.917, 83.7045, 71.2139
7165.100, 83.8073, 68.1844
7165.283, 84.9156, 75.9117
7165.466, 84.7250, 69.5892
7165.649, 85.3042, 71.0536
7165.833, 85.7181, 68.7722
7166.016, 85.3243, 66.4738
7166.199, 85.2707, 67.4883
7166.382, 86.0538, 71.7666
7166.565, 86.3409, 66.5340
7166.748, 86.3818, 66.1789
7166.931, 86.5310, 65.1629
7167.114, 86.5234, 65.7722
7167.297, 87.1143, 65.7858
7167.480, 87.0835, 62.9683
7167.664, 87.2393, 64.2445
7167.847, 87.5368, 61.5935
7168.030, 87.4980, 61.2559
7168.213, 88.0049, 60.6550
7168.396, 87.8623, 58.6387
7168.579, 88.0506, 58.8362
7168.762, 88.2770, 58.8853
7168.945, 88.6463, 54.9864
7169.128, 88.6045, 53.9660
7169.312, 88.4502, 55.0291
7169.495, 88.9912, 51.6653
7169.678, 88.7426, 51.2944
7169.861, 89.0684, 49.1447
7170.044, 89.0143, 49.0162
7170.227, 89.0281, 47.2133
7170.410, 89.2943, 45.7282
7170.593, 89.2094, 44.5584
7170.776, 89.1760, 43.1154
7170.959, 89.2372, 42.0229
7171.143, 89.1342, 41.3109
7171.326, 89.1416, 40.6756
7171.509, 89.3313, 39.8928
7171.692, 89.2066, 37.8131
7171.875, 89.1405, 37.9184
7172.058, 89.1673, 37.7448
7172.241, 89.4723, 36.7304
7172.424, 89.0533, 34.4596
7172.607, 89.2409, 35.8788
7172.791, 89.2304, 35.6734
7172.974, 89.2855, 32.9056
7173.157, 89.2390, 35.2491
7173.340, 89.4334, 35.3504
7173.523, 89.6163, 32.3121
7173.706, 89.4937, 31.7896
7173.889, 89.6756, 31.8571
7174.072, 89.4063, 31.6612
7174.255, 89.8072, 30.8900
7174.438, 89.8009, 30.3755
7174.622, 89.9384, 30.1655
7174.805, 90.0001, 28.9625
7174.988, 90.0620, 28.1529
7175.171, 90.1614, 27.7646
7175.354, 90.1441, 26.7088
7175.537, 90.4193, 26.2155
7175.720, 90.4137, 24.4223
7175.903, 90.4397, 24.0660
7176.086, 90.5690, 24.5384
7176.270, 90.6624, 21.7119
7176.453, 90.6163, 22.7485
7176.636, 91.0116, 21.5780
7176.819, 90.9281, 18.7747
7177.002, 91.0493, 18.9875
7177.185, 91.1792, 17.7680
7177.368, 91.1168, 16.3886
7177.551, 91.2128, 14.9786
7177.734, 91.3209, 14.9758
7177.917, 91.3996, 13.4188
7178.101, 91.5552, 12.4654
7178.284, 91.7212, 10.1167
7178.467, 91.5249, 9.2598
7178.650, 91.6618, 7.4154
7178.833, 91.7259, 8.3346
7179.016, 91.9237, 4.0478
7179.199, 91.8424, 4.4186
7179.382, 91.8355, 2.1350
7179.565, 91.8971, -0.1999
7179.749, 91.8554, -0.3465
7179.932, 91.8767, -1.0636
7180.115, 91.9043, -4.2152
7180.298, 91.8496, -5.0846
7180.481, 91.8596, -6.7413
7180.664, 91.7079, -7.0448
7180.847, 91.8058, -8.3688
7181.030, 91.9445, -9.6891
7181.213, 91.8137, -11.3457
7181.396, 91.8617, -13.8746
7181.580, 91.5989, -15.3153
7181.763, 91.5925, -15.0512
7181.946, 91.7047, -16.4057
7182.129, 91.6316, -18.7497
7182.312, 91.5833, -20.4986
7182.495, 91.4366, -20.9995
7182.678, 91.3005, -22.7174
7182.861, 91.3052, -23.5276
7183.044, 91.1022, -24.5049
7183.228, 91.2951, -25.1063
7183.411, 91.1552, -27.7968
7183.594, 90.9593, -27.7343
7183.777, 91.0620, -29.1606
7183.960, 90.8620, -30.7922
7184.143, 90.8298, -32.1592
7184.326, 90.7111, -32.0690
7184.509, 90.8313, -35.3580
7184.692, 90.4748, -35.7121
7184.875, 90.3899, -37.2382
